job_title,company_location,datePublication,job_category,city,country
Data Analyst Forward Kitchens (Remote) - $60000/year USD,Accra Greater Accra Region Ghana,2022-11-23,Data Analyst,Accra Greater Accra Region,Ghana
Data Engineer,Sandton Gauteng South Africa,2022-11-23,Data Engineer,Sandton Gauteng,South Africa
Data Engineer (Remote),Cape Town Western Cape South Africa,2022-10-24,Data Engineer,Cape Town Western Cape,South Africa
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-11-14,Data Analyst,Lagos Lagos State,Nigeria
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
International consultant - Data analysis and Monitoring Mogadishu Somalia 6 months [home based],Bamako Bamako Mali,2022-11-22,Data Analyst,Bamako Bamako Mali,Unknown
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
Remote Data Analyst Jobs,Ghana,2022-10-22,Data Analyst,Ghana,Unknown
Data Engineer,Egypt,2022-11-21,Data Engineer,Egypt,Unknown
Clinical Data Analyst (FSP) South Africa,South Africa,2022-10-03,Data Analyst,,South Africa
Global Business Data Analyst,Johannesburg Gauteng South Africa,2022-10-17,Data Analyst,Johannesburg Gauteng,South Africa
Remote Data Analyst Jobs,Kenya,2022-10-22,Data Analyst,Kenya,Unknown
Remote Data Analyst Jobs,Ghana,2022-10-22,Data Analyst,Ghana,Unknown
Data Analyst,Johannesburg Gauteng South Africa,2022-10-13,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst (Global Remote),Johannesburg Gauteng South Africa,2022-11-14,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst,Cape Town Western Cape South Africa,2022-11-10,Data Analyst,Cape Town Western Cape,South Africa
Python Data Analyst (Remote),South East South-East District Botswana,2022-10-18,Python Developer,South East South-East District Botswana,Unknown
People Data Analyst,Eastern Africa,2022-11-17,Data Analyst,Eastern Africa,Unknown
BI Data Analyst (Contract),Gauteng South Africa,2022-11-22,Business Intelligence Analyst,Gauteng,South Africa
Reference Data Analyst,South Africa,2022-11-16,Data Analyst,,South Africa
Data Analyst Trilogy (Remote) - $60000/year USD,Johannesburg Gauteng South Africa,2022-11-23,Data Analyst,Johannesburg Gauteng,South Africa
IDM Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst Forward Kitchens (Remote) - $60000/year USD,Lagos Lagos State Nigeria,2022-11-23,Data Analyst,Lagos Lagos State,Nigeria
Data Analyst Forward Kitchens (Remote) - $60000/year USD,Accra Greater Accra Region Ghana,2022-11-23,Data Analyst,Accra Greater Accra Region,Ghana
Data Engineer,Sandton Gauteng South Africa,2022-11-23,Data Engineer,Sandton Gauteng,South Africa
Data Engineer (Remote),Cape Town Western Cape South Africa,2022-10-24,Data Engineer,Cape Town Western Cape,South Africa
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-11-14,Data Analyst,Lagos Lagos State,Nigeria
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
International consultant - Data analysis and Monitoring Mogadishu Somalia 6 months [home based],Bamako Bamako Mali,2022-11-22,Data Analyst,Bamako Bamako Mali,Unknown
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
Data Engineer,Egypt,2022-11-21,Data Engineer,Egypt,Unknown
Global Business Data Analyst,Johannesburg Gauteng South Africa,2022-10-17,Data Analyst,Johannesburg Gauteng,South Africa
Clinical Data Analyst (FSP) South Africa,South Africa,2022-10-03,Data Analyst,,South Africa
Data Engineer (REMOTE),Nzalae/ Nzawa locations Kitui County Kenya,2022-10-27,Data Engineer,Nzalae/ Nzawa locations Kitui County,Kenya
Senior Data Analyst,Cape Town Western Cape South Africa,2022-10-19,Senior Data Analyst,Cape Town Western Cape,South Africa
BI Researcher,Sandton Gauteng South Africa,2022-11-23,Business Intelligence Analyst,Sandton Gauteng,South Africa
Remote Data Analyst/Engineer Jobs,Ghana,2022-10-22,Data Analyst,Ghana,Unknown
Data Engineer (Contract),South Africa,2022-11-22,Data Engineer,,South Africa
Data Analyst,Johannesburg Gauteng South Africa,2022-10-13,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst (Global Remote),Johannesburg Gauteng South Africa,2022-11-14,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst,Cape Town Western Cape South Africa,2022-11-10,Data Analyst,Cape Town Western Cape,South Africa
Python Data Analyst (Remote),South East South-East District Botswana,2022-10-18,Python Developer,South East South-East District Botswana,Unknown
People Data Analyst,Eastern Africa,2022-11-17,Data Analyst,Eastern Africa,Unknown
BI Data Analyst (Contract),Gauteng South Africa,2022-11-22,Business Intelligence Analyst,Gauteng,South Africa
Reference Data Analyst,South Africa,2022-11-16,Data Analyst,,South Africa
Data Analyst Trilogy (Remote) - $60000/year USD,Johannesburg Gauteng South Africa,2022-11-23,Data Analyst,Johannesburg Gauteng,South Africa
IDM Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst Forward Kitchens (Remote) - $60000/year USD,Lagos Lagos State Nigeria,2022-11-23,Data Analyst,Lagos Lagos State,Nigeria
Data Analyst Forward Kitchens (Remote) - $60000/year USD,Accra Greater Accra Region Ghana,2022-11-23,Data Analyst,Accra Greater Accra Region,Ghana
Data Engineer,Sandton Gauteng South Africa,2022-11-23,Data Engineer,Sandton Gauteng,South Africa
Data Engineer (Remote),Cape Town Western Cape South Africa,2022-10-24,Data Engineer,Cape Town Western Cape,South Africa
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-11-14,Data Analyst,Lagos Lagos State,Nigeria
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
International consultant - Data analysis and Monitoring Mogadishu Somalia 6 months [home based],Bamako Bamako Mali,2022-11-22,Data Analyst,Bamako Bamako Mali,Unknown
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
Data Engineer,Egypt,2022-11-21,Data Engineer,Egypt,Unknown
Global Business Data Analyst,Johannesburg Gauteng South Africa,2022-10-17,Data Analyst,Johannesburg Gauteng,South Africa
Clinical Data Analyst (FSP) South Africa,South Africa,2022-10-03,Data Analyst,,South Africa
Data Engineer (REMOTE),Nzalae/ Nzawa locations Kitui County Kenya,2022-10-27,Data Engineer,Nzalae/ Nzawa locations Kitui County,Kenya
Senior Data Analyst,Cape Town Western Cape South Africa,2022-10-19,Senior Data Analyst,Cape Town Western Cape,South Africa
BI Researcher,Sandton Gauteng South Africa,2022-11-23,Business Intelligence Analyst,Sandton Gauteng,South Africa
Remote Data Analyst/Engineer Jobs,Ghana,2022-10-22,Data Analyst,Ghana,Unknown
Data Engineer (Contract),South Africa,2022-11-22,Data Engineer,,South Africa
Data Analyst,Johannesburg Gauteng South Africa,2022-10-13,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst (Global Remote),Johannesburg Gauteng South Africa,2022-11-14,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst,Cape Town Western Cape South Africa,2022-11-10,Data Analyst,Cape Town Western Cape,South Africa
Python Data Analyst (Remote),South East South-East District Botswana,2022-10-18,Python Developer,South East South-East District Botswana,Unknown
People Data Analyst,Eastern Africa,2022-11-17,Data Analyst,Eastern Africa,Unknown
BI Data Analyst (Contract),Gauteng South Africa,2022-11-22,Business Intelligence Analyst,Gauteng,South Africa
Reference Data Analyst,South Africa,2022-11-16,Data Analyst,,South Africa
Data Analyst Trilogy (Remote) - $60000/year USD,Johannesburg Gauteng South Africa,2022-11-23,Data Analyst,Johannesburg Gauteng,South Africa
IDM Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst Forward Kitchens (Remote) - $60000/year USD,Lagos Lagos State Nigeria,2022-11-23,Data Analyst,Lagos Lagos State,Nigeria
Data Analyst Forward Kitchens (Remote) - $60000/year USD,Accra Greater Accra Region Ghana,2022-11-23,Data Analyst,Accra Greater Accra Region,Ghana
Data Engineer,Sandton Gauteng South Africa,2022-11-23,Data Engineer,Sandton Gauteng,South Africa
Data Engineer (Remote),Cape Town Western Cape South Africa,2022-10-24,Data Engineer,Cape Town Western Cape,South Africa
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-11-14,Data Analyst,Lagos Lagos State,Nigeria
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
International consultant - Data analysis and Monitoring Mogadishu Somalia 6 months [home based],Bamako Bamako Mali,2022-11-22,Data Analyst,Bamako Bamako Mali,Unknown
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
Data Engineer,Egypt,2022-11-21,Data Engineer,Egypt,Unknown
Global Business Data Analyst,Johannesburg Gauteng South Africa,2022-10-17,Data Analyst,Johannesburg Gauteng,South Africa
Clinical Data Analyst (FSP) South Africa,South Africa,2022-10-03,Data Analyst,,South Africa
Data Engineer (REMOTE),Nzalae/ Nzawa locations Kitui County Kenya,2022-10-27,Data Engineer,Nzalae/ Nzawa locations Kitui County,Kenya
Senior Data Analyst,Cape Town Western Cape South Africa,2022-10-19,Senior Data Analyst,Cape Town Western Cape,South Africa
BI Researcher,Sandton Gauteng South Africa,2022-11-23,Business Intelligence Analyst,Sandton Gauteng,South Africa
Remote Data Analyst/Engineer Jobs,Ghana,2022-10-22,Data Analyst,Ghana,Unknown
Data Engineer (Contract),South Africa,2022-11-22,Data Engineer,,South Africa
Data Analyst,Johannesburg Gauteng South Africa,2022-10-13,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst (Global Remote),Johannesburg Gauteng South Africa,2022-11-14,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst,Cape Town Western Cape South Africa,2022-11-10,Data Analyst,Cape Town Western Cape,South Africa
Python Data Analyst (Remote),South East South-East District Botswana,2022-10-18,Python Developer,South East South-East District Botswana,Unknown
People Data Analyst,Eastern Africa,2022-11-17,Data Analyst,Eastern Africa,Unknown
BI Data Analyst (Contract),Gauteng South Africa,2022-11-22,Business Intelligence Analyst,Gauteng,South Africa
Reference Data Analyst,South Africa,2022-11-16,Data Analyst,,South Africa
Data Analyst Trilogy (Remote) - $60000/year USD,Johannesburg Gauteng South Africa,2022-11-23,Data Analyst,Johannesburg Gauteng,South Africa
IDM Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst Forward Kitchens (Remote) - $60000/year USD,Lagos Lagos State Nigeria,2022-11-23,Data Analyst,Lagos Lagos State,Nigeria
Data Analyst Forward Kitchens (Remote) - $60000/year USD,Accra Greater Accra Region Ghana,2022-11-23,Data Analyst,Accra Greater Accra Region,Ghana
Data Engineer,Sandton Gauteng South Africa,2022-11-23,Data Engineer,Sandton Gauteng,South Africa
Data Engineer (Remote),Cape Town Western Cape South Africa,2022-10-24,Data Engineer,Cape Town Western Cape,South Africa
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-11-14,Data Analyst,Lagos Lagos State,Nigeria
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
International consultant - Data analysis and Monitoring Mogadishu Somalia 6 months [home based],Bamako Bamako Mali,2022-11-22,Data Analyst,Bamako Bamako Mali,Unknown
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
Data Engineer,Egypt,2022-11-21,Data Engineer,Egypt,Unknown
Global Business Data Analyst,Johannesburg Gauteng South Africa,2022-10-17,Data Analyst,Johannesburg Gauteng,South Africa
Clinical Data Analyst (FSP) South Africa,South Africa,2022-10-03,Data Analyst,,South Africa
Data Engineer (REMOTE),Nzalae/ Nzawa locations Kitui County Kenya,2022-10-27,Data Engineer,Nzalae/ Nzawa locations Kitui County,Kenya
Senior Data Analyst,Cape Town Western Cape South Africa,2022-10-19,Senior Data Analyst,Cape Town Western Cape,South Africa
BI Researcher,Sandton Gauteng South Africa,2022-11-23,Business Intelligence Analyst,Sandton Gauteng,South Africa
Remote Data Analyst/Engineer Jobs,Ghana,2022-10-22,Data Analyst,Ghana,Unknown
Data Engineer (Contract),South Africa,2022-11-22,Data Engineer,,South Africa
Data Analyst,Johannesburg Gauteng South Africa,2022-10-13,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst (Global Remote),Johannesburg Gauteng South Africa,2022-11-14,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst Forward Kitchens (Remote) - $60000/year USD,Lagos Lagos State Nigeria,2022-11-23,Data Analyst,Lagos Lagos State,Nigeria
Data Analyst,Cape Town Western Cape South Africa,2022-11-10,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst Forward Kitchens (Remote) - $60000/year USD,Accra Greater Accra Region Ghana,2022-11-23,Data Analyst,Accra Greater Accra Region,Ghana
BI Data Analyst (Contract),Gauteng South Africa,2022-11-22,Business Intelligence Analyst,Gauteng,South Africa
Python Data Analyst (Remote),South East South-East District Botswana,2022-10-18,Python Developer,South East South-East District Botswana,Unknown
People Data Analyst,Eastern Africa,2022-11-17,Data Analyst,Eastern Africa,Unknown
Reference Data Analyst,South Africa,2022-11-16,Data Analyst,,South Africa
Data Analyst Trilogy (Remote) - $60000/year USD,Johannesburg Gauteng South Africa,2022-11-23,Data Analyst,Johannesburg Gauteng,South Africa
IDM Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa
Data Engineer,Sandton Gauteng South Africa,2022-11-23,Data Engineer,Sandton Gauteng,South Africa
Data Engineer (Remote),Cape Town Western Cape South Africa,2022-10-24,Data Engineer,Cape Town Western Cape,South Africa
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-11-14,Data Analyst,Lagos Lagos State,Nigeria
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
International consultant - Data analysis and Monitoring Mogadishu Somalia 6 months [home based],Bamako Bamako Mali,2022-11-22,Data Analyst,Bamako Bamako Mali,Unknown
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
Global Business Data Analyst,Johannesburg Gauteng South Africa,2022-10-17,Data Analyst,Johannesburg Gauteng,South Africa
Clinical Data Analyst (FSP) South Africa,South Africa,2022-10-03,Data Analyst,,South Africa
Remote Data Analyst Jobs,Ghana,2022-10-22,Data Analyst,Ghana,Unknown
Senior Data Analyst,Cape Town Western Cape South Africa,2022-10-19,Senior Data Analyst,Cape Town Western Cape,South Africa
Data Engineer,Egypt,2022-11-21,Data Engineer,Egypt,Unknown
Remote Data Analyst Jobs,Egypt,2022-10-22,Data Analyst,Egypt,Unknown
Remote Data Analyst Jobs,Kenya,2022-10-22,Data Analyst,Kenya,Unknown
BI Researcher,Sandton Gauteng South Africa,2022-11-23,Business Intelligence Analyst,Sandton Gauteng,South Africa
Data Analyst,Johannesburg Gauteng South Africa,2022-10-13,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst (Global Remote),Johannesburg Gauteng South Africa,2022-11-14,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst,Cape Town Western Cape South Africa,2022-11-10,Data Analyst,Cape Town Western Cape,South Africa
Python Data Analyst (Remote),South East South-East District Botswana,2022-10-18,Python Developer,South East South-East District Botswana,Unknown
BI Data Analyst (Contract),Gauteng South Africa,2022-11-22,Business Intelligence Analyst,Gauteng,South Africa
People Data Analyst,Eastern Africa,2022-11-17,Data Analyst,Eastern Africa,Unknown
Reference Data Analyst,South Africa,2022-11-16,Data Analyst,,South Africa
Data Analyst Trilogy (Remote) - $60000/year USD,Johannesburg Gauteng South Africa,2022-11-23,Data Analyst,Johannesburg Gauteng,South Africa
IDM Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst Forward Kitchens (Remote) - $60000/year USD,Lagos Lagos State Nigeria,2022-11-23,Data Analyst,Lagos Lagos State,Nigeria
BI Researcher,Sandton Gauteng South Africa,2022-11-23,Business Intelligence Analyst,Sandton Gauteng,South Africa
Data Analyst Forward Kitchens (Remote) - $60000/year USD,Accra Greater Accra Region Ghana,2022-11-23,Data Analyst,Accra Greater Accra Region,Ghana
Data Engineer,Sandton Gauteng South Africa,2022-11-23,Data Engineer,Sandton Gauteng,South Africa
Data Engineer (Remote),Cape Town Western Cape South Africa,2022-10-24,Data Engineer,Cape Town Western Cape,South Africa
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-11-14,Data Analyst,Lagos Lagos State,Nigeria
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
International consultant - Data analysis and Monitoring Mogadishu Somalia 6 months [home based],Bamako Bamako Mali,2022-11-22,Data Analyst,Bamako Bamako Mali,Unknown
Remote Data Analyst Jobs,Lagos Lagos State Nigeria,2022-10-22,Data Analyst,Lagos Lagos State,Nigeria
Remote Data Analyst Jobs,Ghana,2022-10-22,Data Analyst,Ghana,Unknown
Data Engineer,Egypt,2022-11-21,Data Engineer,Egypt,Unknown
Clinical Data Analyst (FSP) South Africa,South Africa,2022-10-03,Data Analyst,,South Africa
Global Business Data Analyst,Johannesburg Gauteng South Africa,2022-10-17,Data Analyst,Johannesburg Gauteng,South Africa
Remote Data Analyst Jobs,Kenya,2022-10-22,Data Analyst,Kenya,Unknown
